event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
UKR173072,"06 September 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)","Military Forces of Russia (2000-) Air Force",8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Zaporizhia,Polohivskyi,Malotokmachanska,"Mala Tokmachka",47.5325,35.8978,2,"Ministry of Defence of Ukraine; Suspilne Media",Other-National,"On 6 September 2024, Russian military forces, supported by air forces, drones and artillery, clashed with the Ukrainian military near Mala Tokmachka, Zaporizhia. Casualties unknown.",0,,1726009837
UKR173073,"06 September 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,,,0,80,,804,Europe,Ukraine,Kherson,Beryslavskyi,Tiahynska,Burhunka,46.8118,33.2251,2,"Ministry of Defence of Ukraine",Other,"On 6 September 2024, Russian air forces struck near Burhunka, Kherson. Casualties unknown.",0,,1726009837
UKR173074,"06 September 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,"Military Forces of Ukraine (2019-)","Military Forces of Ukraine (2019-) Marines",1,18,,804,Europe,Ukraine,Kherson,Beryslavskyi,Tiahynska,Tiahynka,46.7814,33.0559,2,"Ministry of Defence of Russia; Ministry of Defence of Ukraine",Other-National,"On 6 September 2024, Russian air forces struck near Tiahynka, Kherson. According to Russian sources, the Russian military struck multiple Ukrainian regiments, including territorial defence (coded to Novodanylivka) and marines (coded to Tiahynka), killing up to 60 soldiers and destroying 6 cars, an artillery system, an EW system and a military depot near Novodanylivka, Pyatykhatky, Sadove, Tiahynka [Russian MoD reported 60 fatalities. Coded as 10 fatalities across 4 events. 2 fatalities coded to this event].",2,,1726009837
UKR173075,"06 September 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Kherson,Khersonskyi,Hersonska,Sadove,46.7048,32.8225,2,"Ministry of Defence of Russia; Ministry of Defence of Ukraine; Suspilne Media",Other-National,"On 6 September 2024, Russian air forces and drones struck near Sadove, Kherson. According to Russian sources, the Russian military struck multiple Ukrainian regiments, including territorial defence (coded to Novodanylivka) and marines (coded to Tiahynka), killing up to 60 soldiers and destroying 6 cars, an artillery system, an EW system and a military depot near Novodanylivka, Pyatykhatky, Sadove, Tiahynka [Russian MoD reported 60 fatalities. Coded as 10 fatalities across 4 events. 2 fatalities coded to this event].",2,,1726009837
UKR173076,"06 September 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,,,0,80,,804,Europe,Ukraine,Kherson,Beryslavskyi,Tiahynska,Odradokamianka,46.7876,33.3023,2,"Ministry of Defence of Ukraine",Other,"On 6 September 2024, Russian air forces struck near Odradokamianka, Kherson. Casualties unknown.",0,,1726009837
UKR173077,"06 September 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,,,0,80,,804,Europe,Ukraine,Kherson,Beryslavskyi,Beryslavska,Rakivka,46.9347,33.2517,2,"Ministry of Defence of Ukraine",Other,"On 6 September 2024, Russian air forces struck near Rakivka, Kherson. Casualties unknown.",0,,1726009837
UKR173078,"06 September 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Kharkiv,Chuguivskyi,Vovchanska,Vovchansk,50.2908,36.9411,2,"Ministry of Defence of Russia; Ministry of Defence of Ukraine",Other-National,"On 6 September 2024, Russian and Ukrainian forces clashed near Vovchansk, Kharkiv. According to Russian sources, the Russian military struck the Ukrainian military, including marines (coded to Starytsia), killing up to 65 soldiers and destroying 2 howitzers near Vovchansk, Starytsia and Hlyboke [Russian MoD reported 65 fatalities. Coded as 10 fatalities across 3 events. 4 fatalities coded here].",4,,1726009837
UKR173079,"06 September 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Kharkiv,Kharkivskyi,Lypetska,Lyptsi,50.2037,36.4077,2,"Ministry of Defence of Ukraine",Other,"On 6 September 2024, Russian and Ukrainian forces clashed near Lyptsi, Kharkiv. Casualties unknown.",0,,1726009837
UKR173080,"06 September 2024",2024,1,"Political violence",Battles,"Non-state actor overtakes territory","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Kharkiv,Kupianskyi,Petpopavlivska,Synkivka,49.7634,37.7053,1,"Institute for the Study of War; Ministry of Defence of Ukraine",Other,"On 6 September 2024, following an armed clash between Russian and Ukrainian forces, the Russian military seized Synkivka, Kharkiv. Casualties unknown.",0,,1726009837
UKR173081,"06 September 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Kharkiv,Kupianskyi,Kurylivska,Hlushkivka,49.5858,37.7083,2,"Ministry of Defence of Ukraine",Other,"On 6 September 2024, Russian and Ukrainian forces clashed near Hlushkivka, Kharkiv. Casualties unknown.",0,,1726009837
UKR173082,"06 September 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Kharkiv,Iziumskyi,Donetsk,Andriivka,49.5451,36.6125,2,"Ministry of Defence of Ukraine",Other,"On 6 September 2024, Russian and Ukrainian forces clashed near Andriivka, Kharkiv. Casualties unknown.",0,,1726009837
UKR173083,"06 September 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Kharkiv,Kupianskyi,Petpopavlivska,Berestove,49.5403,37.8941,2,"Ministry of Defence of Ukraine",Other,"On 6 September 2024, Russian and Ukrainian forces clashed near Berestove, Kharkiv. Casualties unknown.",0,,1726009837
UKR173084,"06 September 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Luhansk,Svativskyi,Kolomyichyska,Novoiehorivka,49.3349,37.9353,2,"Ministry of Defence of Ukraine",Other,"On 6 September 2024, Russian and Ukrainian forces clashed near Novoiehorivka, Luhansk. Casualties unknown.",0,,1726009837
UKR173085,"06 September 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Kharkiv,Iziumskyi,Borivska,Druzheliubivka,49.263,37.8575,2,"Ministry of Defence of Ukraine",Other,"On 6 September 2024, Russian and Ukrainian forces clashed near Druzheliubivka, Kharkiv. Casualties unknown.",0,,1726009837
UKR173086,"06 September 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Kharkiv,Iziumskyi,Borivska,Cherneshchyna,49.3142,37.8493,2,"Ministry of Defence of Ukraine",Other,"On 6 September 2024, Russian and Ukrainian forces clashed near Cherneshchyna, Kharkiv. Casualties unknown.",0,,1726009837
UKR173087,"06 September 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Kramatorskyi,Limanska,Terny,49.0969,37.9631,2,"Ministry of Defence of Ukraine",Other,"On 6 September 2024, Russian and Ukrainian forces clashed near Terny, Donetsk. Casualties unknown.",0,,1726009837
UKR173088,"06 September 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Kramatorskyi,Limanska,Torske,49.0173,37.9613,2,"Ministry of Defence of Russia; Ministry of Defence of Ukraine",Other-National,"On 6 September 2024, Russian and Ukrainian forces clashed near Torske, Donetsk. According to Russian sources, the Russian military struck multiple Ukrainian regiments, including territorial defence (coded to Petropavlivka) and special forces (coded to Kreminna), killing up to 450 soldiers and destroying a tank, an IFV, 6 cars, 9 artillery systems, EW system and 5 military depots near Petropavlivka, Kupiansk, Tabaivka, Kivsharivka, Lozova, Makiivka, Nevske, Torske and Kreminna [Russian MoD reported 450 fatalities. Coded as 10 fatalities across 9 events. 1 fatality coded to this event].",1,,1726009837
UKR173089,"06 September 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Kramatorskyi,Limanska,Dibrova,48.9161,37.8541,2,"Ministry of Defence of Ukraine",Other,"On 6 September 2024, Russian and Ukrainian forces clashed near Dibrova, Donetsk. Casualties unknown.",0,,1726009837
UKR173090,"06 September 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Luhansk,Svativskyi,Krasnorichenska,Makiivka,49.2265,37.9863,2,"Ministry of Defence of Russia; Ministry of Defence of Ukraine",Other-National,"On 6 September 2024, Russian and Ukrainian forces clashed near Makiivka, Luhansk. According to Russian sources, the Russian military struck multiple Ukrainian regiments, including territorial defence (coded to Petropavlivka) and special forces (coded to Kreminna), killing up to 450 soldiers and destroying a tank, an IFV, 6 cars, 9 artillery systems, EW system and 5 military depots near Petropavlivka, Kupiansk, Tabaivka, Kivsharivka, Lozova, Makiivka, Nevske, Torske and Kreminna [Russian MoD reported 450 fatalities. Coded as 10 fatalities across 9 events. 1 fatality coded to this event].",1,,1726009837
UKR173091,"06 September 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)","Military Forces of Ukraine (2019-) International Legion",1,18,,804,Europe,Ukraine,Donetsk,Bakhmutskyi,Zvanivska,Verkhnokamianske,48.859,38.1962,2,"Ministry of Defence of Russia; Ministry of Defence of Ukraine",Other-National,"On 6 September 2024, Russian and Ukrainian forces clashed near Verkhnokamianske, Donetsk. According to Russian sources, the Russian military struck multiple Ukrainian regiments, including territorial defence (coded to Siversk) and the international legion (coded here), killing up to 810 soldiers and destroying 2 IFVs, 12 cars, 11 artillery systems and a military depot near Verkhnokamianske, Siversk, Fedorivka, Hryhorivka, Stupochky, Predtechyne, Krasnohorivka, Maksymilianivka and Katerynivka [Russian MoD reported 810 fatalities. Coded as 10 fatalities across 9 events. 2 fatalities coded to this event].",2,,1726009837
UKR173092,"06 September 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Bakhmutskyi,Soledarska,Spirne,48.8082,38.2588,2,"Ministry of Defence of Ukraine",Other,"On 6 September 2024, Russian and Ukrainian forces clashed near Spirne, Donetsk. Casualties unknown.",0,,1726009837
UKR173093,"06 September 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Bakhmutskyi,Chasovoiarska,Hryhorivka,48.6419,37.8589,2,"Ministry of Defence of Russia; Ministry of Defence of Ukraine",Other-National,"On 6 September 2024, Russian and Ukrainian forces clashed near Hryhorivka, Donetsk. According to Russian sources, the Russian military struck multiple Ukrainian regiments, including territorial defence (coded to Siversk) and the international legion (coded to Verkhnokamianske), killing up to 810 soldiers and destroying 2 IFVs, 12 cars, 11 artillery systems and a military depot near Verkhnokamianske, Siversk, Fedorivka, Hryhorivka, Stupochky, Predtechyne, Krasnohorivka, Maksymilianivka and Katerynivka [Russian MoD reported 810 fatalities. Coded as 10 fatalities across 9 events. 1 fatality coded to this event].",1,,1726009837
UKR173094,"06 September 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)","Military Forces of Russia (2000-) Air Force",8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Bakhmutskyi,Chasovoiarska,"Chasiv Yar",48.5869,37.8324,2,"Ministry of Defence of Ukraine; WarGonzo",Other-National,"On 6 September 2024, Russian military forces, supported by air forces, clashed with Ukrainian forces near Chasiv Yar, Donetsk. Casualties unknown.",0,,1726009837
UKR173095,"06 September 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Bakhmutskyi,Bakhmutska,Andriivka,48.5008,37.968,2,"Ministry of Defence of Ukraine",Other,"On 6 September 2024, Russian and Ukrainian forces clashed near Andriivka, Donetsk. Casualties unknown.",0,,1726009837
UKR173096,"06 September 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Ukraine (2019-)",,1,"Military Forces of Russia (2000-)",,8,18,,804,Europe,Ukraine,Donetsk,Bakhmutskyi,Toretska,"New York",48.3319,37.8358,2,"Institute for the Study of War; Ministry of Defence of Ukraine",Other,"On 6 September 2024, Ukrainian military forces counterattacked against Russia forces near New York, Donetsk. Casualties unknown.",0,,1726009837
UKR173097,"06 September 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Bakhmutskyi,Toretska,Nelipivka,48.3515,37.837,2,"Ministry of Defence of Russia; Ministry of Defence of Ukraine",Other-National,"On 6 September 2024, Russian and Ukrainian forces clashed near Nelipivka, Donetsk. According to Russian sources, the Russian military struck multiple Ukrainian regiments, including territorial defence (coded to Poltavka) and national guard (coded to Toretsk), killing up to 470 soldiers and destroying 2 IFVs, 4 cars, 11 artillery systems near Toretsk, Scherbynivka, Nelipivka, Mykolaivka, Poltavka, Myrnohrad, Hrodivka, Selydove, Memryk and Halytsynivka [Russian MoD reported 810 fatalities. Coded as 10 fatalities across 10 events. 1 fatality coded to this event].",1,,1726009837
